ID,FirstName,LastName,GPA,Grade
282216,Sophia,Rodriguez,2.91,9
774167,Ryan,Jones,3.18,10
502975,Mia,Martin,2.75,9
169034,Noah,Rodriguez,2.92,12
589576,Lily,Martin,3.44,9
856569,Sophia,Hernandez,2.92,12
735250,Grace,Taylor,2.79,10
833330,William,Brown,2.79,10
453543,Logan,Davis,2.71,10
817858,Noah,Martin,2.9,11
745789,William,Jackson,3.29,9
936363,Lily,Lopez,3.16,12
106359,Ryan,Martin,3.74,12
898730,Sophia,Wilson,3.27,12
616144,Zoe,Jackson,3.34,10
100567,Henry,Smith,3.02,11
903808,Isabella,Miller,3.23,9
998591,Grace,Thomas,3.34,9
794293,Logan,Jones,3.02,10
673163,Noah,Martin,2.53,11
468862,Emma,Taylor,2.9,12
609326,Ryan,Moore,3.27,10
905831,Emily,Garcia,3.35,12
303423,Logan,Taylor,3.64,11
187692,Ethan,Martin,3.26,11
421338,Zoe,Martinez,3.52,9
457727,Chris,Smith,3.53,10
491839,Benjamin,Hernandez,2.7,12
700695,Grace,Williams,3.33,12
951411,Anna,Gonzalez,2.66,9
617652,William,Davis,2.49,11
784045,Michael,Hernandez,2.64,11
923494,William,Jones,3.72,11
288534,William,Williams,3.59,12
204212,Emily,Johnson,3.09,9
422272,Matthew,Garcia,2.53,9
900843,Emily,Martin,2.97,9
952621,Olivia,Miller,3.48,10
395214,Jessica,Miller,3.24,10
137079,Zoe,Lopez,3.14,11
961298,Olivia,Gonzalez,2.73,10
575038,Mia,Jones,3.59,9
203313,Henry,Hernandez,3.43,10
480238,Daniel,Anderson,3.62,9
916172,Olivia,Thomas,3.19,9
814052,Ava,Wilson,3.35,9
678564,Emma,Martin,3.43,9
109975,Henry,Hernandez,3.16,10
509080,Olivia,Rodriguez,3.71,12
920468,Emma,Moore,2.96,9
126598,Henry,Miller,3.19,10
951990,Benjamin,Anderson,3.54,9
872826,James,Lopez,3.36,11
367024,Logan,Gonzalez,3.54,10
253019,Ryan,Rodriguez,2.69,9
519697,Jacob,Martinez,3.29,10
726828,Logan,Jackson,3.59,12
849321,Logan,Martin,2.51,10
691414,Emily,Gonzalez,3.43,9
953458,Sarah,Martinez,3.42,9
381867,Sarah,Miller,3.85,11
621747,Emma,Wilson,3.16,10
284078,Natalie,Smith,2.98,11
356642,Lucas,Hernandez,3.74,10
784923,Natalie,Rodriguez,3.19,10
505916,Chris,Taylor,2.86,9
149713,Logan,Lopez,2.97,10
302319,Lucas,Martinez,3.37,10
229239,Isabella,Jackson,3.41,10
459164,Natalie,Davis,3.3,10
331846,Matthew,Smith,3.29,12
622591,Henry,Martinez,3.86,12
926788,Michael,Rodriguez,3.6,11
517469,Daniel,Miller,3.95,9
125873,Ava,Johnson,3.99,9
305424,James,Jackson,3.81,12
466795,Sophia,Miller,3.14,11
765307,Chris,Taylor,3.3,9
581653,Lily,Smith,3.25,11
318115,William,Thomas,3.38,11
508318,Matthew,Smith,3.07,9
384700,Lily,Garcia,3.91,9
537144,Michael,Martinez,2.96,11
815649,Alex,Garcia,2.69,12
859636,William,Martin,3.52,10
949237,William,Martinez,2.81,10
301655,Jacob,Smith,3.01,10
935166,Jessica,Williams,3.24,12
888394,Anna,Rodriguez,3.37,10
467472,Jacob,Wilson,3.45,9
271784,Henry,Lopez,3.51,12
745020,Natalie,Thomas,3.32,10
803665,Chris,Gonzalez,2.78,10
543632,Mia,Jones,3.74,10
355011,James,Anderson,2.9,12
402121,William,Miller,3.5,9
345493,Natalie,Martinez,3.79,9
275190,Isabella,Davis,2.94,11
273880,Michael,Jones,3.31,9
682507,Lucas,Martin,2.98,11
727248,Emma,Martinez,3.75,11
242801,Isabella,Brown,2.92,12
475285,Logan,Taylor,3.28,12
117246,Sarah,Jackson,2.58,11
422694,Sarah,Anderson,3.04,11
146757,Logan,Wilson,3.24,12
705755,Michael,Moore,2.6,12
725917,Sarah,Hernandez,3.08,9
700263,Alex,Garcia,3.42,10
228204,Noah,Moore,3.0,9
290568,Benjamin,Johnson,3.0,10
404074,Lucas,Martinez,3.53,12
313783,Lucas,Wilson,3.68,10
446699,Daniel,Miller,2.95,10
860037,Anna,Lopez,3.72,12
481895,Ryan,Moore,2.4,12
389138,Olivia,Anderson,3.81,9
387067,Isabella,Martinez,2.9,12
348154,Zoe,Garcia,2.88,12
735105,Michael,Miller,3.11,10
472913,Grace,Anderson,3.15,12
517347,Olivia,Miller,2.9,10
360537,Sarah,Williams,3.54,12
413848,Grace,Martinez,3.09,11
471884,Emily,Martinez,2.88,10
295132,Jessica,Smith,2.9,12
180157,Henry,Martin,3.3,11
376137,Ava,Jones,3.27,10
403964,Benjamin,Jackson,3.28,11
666458,Henry,Smith,3.4,10
241035,Ava,Rodriguez,3.72,11
747125,Ava,Martin,3.38,10
210759,Emma,Johnson,3.5,11
456087,Alex,Smith,2.82,9
747333,James,Davis,3.45,9
827394,Chris,Wilson,3.07,9
222845,Jacob,Williams,3.41,9
726495,Logan,Miller,2.66,11
108881,Anna,Brown,3.05,12
942533,Daniel,Jackson,2.53,9
993299,Jessica,Gonzalez,3.37,10
338526,James,Gonzalez,3.19,11
595597,Isabella,Anderson,3.38,9
389329,Olivia,Davis,3.23,9
861251,Anna,Garcia,3.19,11
399803,Natalie,Anderson,3.93,9
687440,Natalie,Jackson,2.93,12
576133,Noah,Taylor,3.65,9
866771,Jessica,Rodriguez,3.31,12
101342,Matthew,Moore,3.25,9
796364,Henry,Jones,3.55,9
778423,Jessica,Smith,3.31,12
281899,Logan,Moore,2.68,9
596737,Lily,Wilson,3.02,10
530583,Michael,Davis,3.73,11
707288,Logan,Brown,3.15,12
328571,Mia,Wilson,3.16,9
930533,Matthew,Martinez,2.93,12
111830,Anna,Martin,3.01,10
532676,Jacob,Hernandez,2.93,11
423093,Chris,Miller,2.83,10
438018,Olivia,Brown,3.54,9
676337,Natalie,Taylor,2.6,9
777604,Olivia,Taylor,3.28,10
103133,Jacob,Lopez,2.44,11
757715,Lucas,Moore,3.36,11
590606,Sarah,Jones,2.94,12
140006,Lily,Wilson,2.91,10
414410,William,Gonzalez,2.86,9
987575,Grace,Taylor,3.7,9
846074,William,Brown,3.24,10
927470,Michael,Garcia,3.4,12
201749,James,Davis,3.05,11
427730,Anna,Thomas,2.96,11
336643,Anna,Gonzalez,3.42,9
845737,Mia,Wilson,3.0,10
925558,Jacob,Jones,2.75,9
205089,Natalie,Taylor,3.12,9
342841,Sophia,Smith,3.28,10
943563,Daniel,Lopez,3.07,11
539751,Lucas,Williams,3.13,12
254410,Grace,Williams,3.13,10
250004,Chris,Smith,3.38,9
203475,James,Martinez,3.36,12
448807,Sophia,Gonzalez,3.73,12
232079,Natalie,Taylor,2.97,12
857249,Lily,Anderson,3.22,9
898643,Jessica,Thomas,3.32,10
388403,Sarah,Johnson,3.29,11
696967,Mia,Martinez,2.64,11
682690,Alex,Jackson,3.17,11
323758,Ava,Smith,3.18,10
861778,Natalie,Moore,3.57,10
986382,James,Thomas,3.63,12
519399,Isabella,Martinez,3.25,9
489070,Logan,Moore,3.08,11
288622,Logan,Gonzalez,3.17,10
772196,Sophia,Moore,3.04,11
336387,Mia,Jackson,3.48,10
837881,Noah,Thomas,3.23,10
213685,Ethan,Lopez,3.04,11
173421,Emma,Williams,2.99,12
962540,Matthew,Johnson,2.68,10
742845,Natalie,Garcia,2.48,11
754419,Emily,Lopez,3.48,10
149611,Hannah,Gonzalez,3.8,9
973818,Jacob,Jones,3.65,9
971493,Lily,Jones,3.67,9
465306,Zoe,Moore,3.24,12
331526,Olivia,Martin,3.26,9
579076,Zoe,Anderson,3.05,9
960450,Jessica,Moore,2.39,10
401276,Sophia,Moore,3.47,11
697318,Emma,Gonzalez,2.95,11
484486,Lucas,Jones,2.73,10
891084,Isabella,Jones,3.14,10
456284,Noah,Davis,3.15,10
655870,Matthew,Martin,2.61,10
744941,Jessica,Williams,3.08,10
414992,Sarah,Rodriguez,2.97,11
930091,Emily,Anderson,3.73,10
768883,Noah,Hernandez,2.95,9
479666,Sophia,Jackson,2.64,9
604446,Michael,Jackson,3.17,11
532078,Logan,Wilson,2.94,10
219936,Logan,Johnson,3.14,11
663451,Chris,Jackson,3.3,9
254258,Lucas,Jackson,3.23,10
482761,Anna,Thomas,3.03,12
982907,Natalie,Martinez,2.77,9
600568,Jacob,Smith,3.01,10
704442,Noah,Moore,2.79,12
699236,Benjamin,Martin,2.71,10
548486,Michael,Gonzalez,3.18,11
515241,Jessica,Davis,3.35,10
548482,Michael,Anderson,3.61,11
680351,Ava,Davis,3.3,11
959910,Isabella,Martin,2.47,12
188085,Grace,Martin,3.47,9
878064,Jessica,Anderson,2.74,11
420361,Emily,Thomas,3.4,9
147120,Mia,Rodriguez,3.14,9
939052,Daniel,Johnson,3.83,11
784119,Benjamin,Hernandez,3.37,10
838663,Matthew,Lopez,3.28,10
893906,Natalie,Gonzalez,3.38,12
345900,Emma,Jones,2.67,9
308761,James,Gonzalez,2.99,9
187587,Logan,Anderson,2.64,12
604313,Logan,Hernandez,3.36,9
780393,Noah,Davis,3.19,12
490298,Hannah,Davis,3.62,12
803194,Logan,Davis,3.05,9
844099,Ava,Jones,3.33,12
924833,Lucas,Jackson,3.46,12
400066,Jessica,Thomas,3.58,9
913022,Sarah,Johnson,2.83,10
896362,Emma,Jones,3.78,11
900640,Jacob,Thomas,2.92,10
864397,Emma,Brown,3.25,12
724277,Ryan,Martin,3.78,10
230845,Michael,Martin,3.25,11
267858,Henry,Gonzalez,3.23,11
406506,Emily,Williams,3.86,10
346478,Sarah,Taylor,3.17,12
226242,Zoe,Anderson,2.65,9
450160,William,Anderson,2.47,11
703275,Grace,Garcia,3.23,10
488704,Ava,Anderson,2.85,9
677722,James,Anderson,3.14,9
615177,Logan,Gonzalez,3.17,10
923360,Zoe,Taylor,3.64,9
622228,Benjamin,Jackson,3.52,12
151769,James,Hernandez,3.21,10
455625,William,Taylor,3.19,10
139555,James,Martinez,2.9,9
563706,Ryan,Smith,3.16,9
152163,Zoe,Hernandez,2.84,12
537909,Emily,Martinez,3.08,10
965509,Lily,Miller,2.97,11
708033,Grace,Anderson,3.31,9
149953,James,Jones,3.15,12
238755,Ava,Taylor,3.39,10
700558,William,Jones,3.31,10
542231,Lucas,Jones,2.7,11
524898,Chris,Rodriguez,3.52,10
897725,Anna,Rodriguez,3.48,12
995966,Sophia,Jones,3.27,12
329965,Emma,Martinez,2.62,10
235089,Hannah,Rodriguez,2.61,11
761620,Isabella,Thomas,2.96,11
592512,Ryan,Garcia,2.91,10
250390,Chris,Lopez,3.39,12
403281,Anna,Miller,2.89,10
615888,Henry,Taylor,2.58,11
363594,Lucas,Lopez,3.73,10
425496,Jacob,Gonzalez,3.48,11
786728,Lucas,Rodriguez,2.69,12
765848,Lily,Gonzalez,3.0,11
161059,Alex,Moore,3.14,12
511516,Mia,Jackson,2.89,10
784002,Ethan,Martinez,3.18,10
908672,Noah,Martin,2.74,9
110097,Benjamin,Lopez,3.2,9
763506,Jacob,Brown,3.05,9
373327,Daniel,Jackson,2.56,12
229981,Sarah,Garcia,3.75,12
222106,Ethan,Hernandez,2.96,12
871831,Sophia,Miller,3.52,12
478518,Ava,Jackson,3.95,12
939340,Matthew,Martinez,3.67,9
177792,Alex,Lopez,3.57,11
243544,Mia,Miller,3.29,9
164361,Logan,Lopez,3.66,10
425908,Hannah,Jones,3.1,12
748756,Mia,Davis,3.1,10
621951,Hannah,Thomas,3.32,12
772946,Jessica,Taylor,2.85,11
430927,William,Rodriguez,2.78,10
216590,Alex,Wilson,3.19,9
463752,James,Martinez,3.23,12
182052,Natalie,Jones,3.03,10
994090,Anna,Thomas,3.17,12
445767,Logan,Gonzalez,3.05,12
975324,Emily,Thomas,3.15,11
196401,Jacob,Jones,3.08,11
665779,Logan,Martinez,3.62,10
325378,Zoe,Moore,2.92,10
897435,Ethan,Hernandez,2.95,11
137060,William,Davis,3.22,12
104974,Sarah,Martin,2.53,9
518423,Benjamin,Hernandez,3.12,10
422914,Chris,Anderson,2.83,11
128089,Olivia,Jones,3.29,9
786504,Logan,Gonzalez,3.21,12
972360,Anna,Thomas,2.53,10
171191,Lucas,Davis,3.44,11
211148,Ryan,Moore,2.96,12
596015,Grace,Wilson,3.34,10
479960,Isabella,Rodriguez,2.95,10
908095,William,Hernandez,3.08,12
726232,Grace,Jones,2.94,9
506736,Olivia,Thomas,3.36,11
623587,Olivia,Gonzalez,2.95,10
471032,Ryan,Brown,3.17,11
956273,Lily,Hernandez,2.49,9
690509,Benjamin,Davis,2.74,9
284309,Ava,Rodriguez,3.78,9
757943,Hannah,Anderson,3.17,9
380091,Chris,Williams,2.84,12
688897,Ethan,Rodriguez,2.79,10
772847,Sophia,Rodriguez,3.14,11
411308,Chris,Martinez,3.0,12
862233,Ethan,Miller,3.09,11
822485,Daniel,Martinez,3.21,9
515109,Logan,Lopez,3.05,9
361343,Lucas,Lopez,3.11,12
642710,Benjamin,Jackson,3.29,12
148047,Zoe,Taylor,3.88,9
254199,Michael,Gonzalez,3.4,12
447758,James,Johnson,3.13,11
182132,Ava,Brown,3.55,12
784093,Lily,Martin,2.73,10
251585,Isabella,Jackson,3.07,11
641691,Lucas,Lopez,2.98,12
533654,William,Miller,3.1,12
612114,Natalie,Taylor,3.03,11
529194,Alex,Martin,3.8,10
345811,Alex,Miller,3.09,12
318100,Isabella,Gonzalez,3.33,12
880031,Jacob,Wilson,3.66,9
524843,Matthew,Martinez,3.34,11
769034,Mia,Jones,2.84,10
616899,Matthew,Smith,2.9,12
151146,Michael,Brown,3.81,12
969497,Mia,Hernandez,3.24,10
665472,Emma,Lopez,2.56,12
944820,Zoe,Martin,2.94,9
333783,Sarah,Rodriguez,3.02,11
115213,Olivia,Wilson,3.52,10
422257,Olivia,Lopez,3.22,9
769495,Ethan,Moore,3.2,11
373513,Hannah,Wilson,3.33,12
650978,Alex,Wilson,3.3,12
422204,Lucas,Williams,2.79,10
366819,Hannah,Martin,3.63,10
871177,Zoe,Garcia,2.77,11
518902,Grace,Gonzalez,2.85,11
643872,Henry,Jones,2.94,10
824928,Matthew,Brown,3.08,9
200529,Grace,Gonzalez,3.21,9
983777,Chris,Miller,2.81,9
548370,Lily,Moore,3.04,9
483672,Mia,Gonzalez,3.19,9
247841,Henry,Taylor,3.44,11
296890,Alex,Johnson,3.21,10
260288,Ava,Davis,3.52,9
378251,Ava,Wilson,3.66,11
413896,Jacob,Gonzalez,2.69,9
695314,Noah,Gonzalez,3.28,9
546980,Benjamin,Thomas,2.93,9
910202,Jacob,Wilson,2.93,11
966516,Emily,Williams,3.37,12
775779,Sarah,Garcia,3.39,10
166702,Emily,Anderson,3.02,9
788581,Logan,Thomas,3.95,12
178412,Michael,Anderson,3.14,10
673193,Noah,Miller,2.88,11
874956,Chris,Davis,3.66,9
460253,Henry,Moore,3.69,11
571023,Grace,Hernandez,3.26,11
308367,Emily,Hernandez,3.16,11
413243,Henry,Williams,2.9,11
233302,Sarah,Brown,3.46,11
142849,Sarah,Anderson,2.89,10
666839,Ava,Brown,3.23,9
451010,Grace,Martin,3.46,11
685292,Emily,Jones,3.39,9
160243,Zoe,Gonzalez,3.77,10
127112,Daniel,Martinez,2.72,11
333832,Olivia,Anderson,2.88,10
204542,Olivia,Williams,3.41,11
776021,Michael,Martinez,3.21,10
635208,Chris,Jones,2.95,10
621528,Ava,Jackson,3.17,10
612812,Michael,Smith,2.72,11
965467,Emily,Smith,3.04,10
768803,Ryan,Garcia,3.18,10
524151,Mia,Garcia,3.51,11
430047,Mia,Wilson,3.17,10
283710,Anna,Johnson,2.89,9
182629,Grace,Smith,2.94,10
615687,Daniel,Brown,3.3,9
124523,Alex,Jackson,2.83,9
765957,Lily,Davis,2.65,11
361883,Isabella,Miller,2.99,12
210590,Jacob,Martin,3.66,12
824249,Jessica,Jackson,3.44,9
516010,Jacob,Rodriguez,3.55,12
260066,Lucas,Jones,3.19,10
139034,James,Martin,3.11,9
765336,Jessica,Johnson,3.31,11
218153,Hannah,Davis,3.17,12
354999,Sophia,Smith,3.44,10
495482,Matthew,Davis,3.44,9
432505,Jacob,Hernandez,3.93,9
499966,Natalie,Smith,3.04,10
230581,Jacob,Johnson,2.73,11
450468,Emma,Davis,2.42,10
400933,Mia,Rodriguez,3.53,11
276169,Grace,Rodriguez,3.16,10
372288,Olivia,Anderson,2.9,9
465640,James,Anderson,2.74,12
600318,Chris,Jackson,3.52,12
350170,Noah,Brown,3.66,11
204182,Olivia,Anderson,3.72,11
428009,Ryan,Lopez,3.36,11
330935,Alex,Brown,3.48,9
994697,Michael,Martin,3.64,10
262445,Daniel,Anderson,3.35,9
479394,Mia,Davis,2.26,9
765604,Daniel,Miller,3.49,11
633648,Anna,Rodriguez,3.06,10
722366,Ryan,Jackson,2.86,12
396693,Sophia,Garcia,3.33,12
153043,Benjamin,Jones,3.66,11
407915,Lucas,Rodriguez,3.09,10
722656,Mia,Martinez,3.37,12
242498,Ava,Lopez,3.33,10
923957,Sophia,Martinez,3.12,9
176908,Isabella,Brown,3.4,9
403813,Natalie,Johnson,3.28,10
838176,Zoe,Moore,2.64,9
675659,Alex,Martinez,3.47,11
750255,Daniel,Anderson,3.57,10
801489,Matthew,Lopez,3.97,11
457742,Matthew,Hernandez,3.02,9
745571,Jacob,Johnson,3.56,12
636073,Jessica,Moore,2.8,12
256442,Ryan,Hernandez,2.85,9
322687,Ryan,Garcia,3.17,9
139150,Anna,Martin,3.67,12
905773,Jacob,Garcia,2.46,12
599593,Noah,Jackson,3.61,11
730034,Henry,Jones,3.42,12
797595,Hannah,Thomas,3.3,12
264435,Sarah,Martinez,3.33,10
226856,Logan,Williams,2.76,12
569967,Grace,Martin,3.42,12
726557,Michael,Johnson,2.97,10
718312,Ethan,Garcia,3.02,9
112412,Noah,Davis,2.92,12
389916,Ava,Martinez,3.44,12
534377,James,Rodriguez,3.83,9
492139,Henry,Lopez,3.2,12
575700,Ryan,Rodriguez,3.28,9
391817,Henry,Martin,2.9,10
771668,Mia,Moore,3.01,12
486572,Ethan,Martinez,3.2,11
510699,Zoe,Martinez,3.07,10
419858,Sophia,Lopez,2.67,11
221002,Anna,Miller,3.09,9
121535,Chris,Martin,3.21,10
677963,Zoe,Moore,2.95,9
856237,Isabella,Lopez,3.8,12
395854,Ava,Moore,3.7,10
862750,William,Wilson,3.14,10
128499,Jacob,Moore,2.86,10
377219,Matthew,Martin,3.32,11
287141,Noah,Martinez,3.09,10
173047,Benjamin,Gonzalez,3.21,12
897969,Ethan,Johnson,3.29,12
627230,Michael,Jones,3.62,9
974297,Matthew,Rodriguez,3.57,10
358139,Logan,Jones,3.58,9
528525,Noah,Wilson,3.54,11
420024,Lucas,Moore,2.78,10
861314,James,Rodriguez,3.68,12
601477,Natalie,Jones,3.44,9
404122,Olivia,Taylor,3.05,10
354216,Michael,Martin,2.98,10
430187,Lily,Moore,3.11,10
547417,Zoe,Moore,3.45,11
874959,Ethan,Lopez,2.83,9
736359,Chris,Martinez,3.73,12
846096,Isabella,Garcia,2.72,11
999076,Jessica,Thomas,3.54,11
167996,Anna,Lopez,3.52,9
315716,William,Garcia,3.07,9
200452,Emma,Martin,3.34,12
196138,Ryan,Jackson,3.23,9
698694,Mia,Smith,3.28,9
491760,Michael,Garcia,3.21,12
745342,Emma,Jones,3.14,12
815729,Matthew,Rodriguez,2.98,10
192679,Anna,Anderson,3.47,12
354512,Anna,Martin,3.64,11
941447,Natalie,Gonzalez,2.58,10
814171,Ava,Johnson,2.75,11
971153,Michael,Jones,2.57,9
591680,Sophia,Brown,2.94,11
784808,Ryan,Hernandez,2.69,10
405222,Benjamin,Rodriguez,3.25,9
636537,Benjamin,Rodriguez,2.97,12
487673,Sophia,Hernandez,3.5,10
854173,Lily,Thomas,2.62,9
988313,Olivia,Williams,3.49,9
101381,James,Garcia,3.38,12
462759,Lucas,Taylor,3.89,9
209171,Jacob,Smith,3.29,9
217807,Emily,Lopez,2.92,12
273851,Grace,Wilson,2.81,11
638109,Olivia,Miller,3.66,9
516882,Jacob,Thomas,3.21,12
532863,Lily,Johnson,2.67,10
693228,Anna,Brown,2.88,10
730944,Isabella,Williams,2.84,12
784096,Ava,Davis,3.14,11
373399,Benjamin,Martin,2.5,12
353037,Jessica,Jackson,3.09,9
559091,Matthew,Williams,3.29,10
883777,Matthew,Thomas,2.72,9
974971,Daniel,Taylor,3.18,10
306476,Michael,Martinez,2.92,10
160575,Daniel,Wilson,3.83,9
930863,Chris,Garcia,2.75,12
194750,Lily,Taylor,3.27,9
827277,Isabella,Davis,3.65,10
977969,Matthew,Johnson,3.16,9
440566,Sophia,Wilson,3.32,10
908553,Alex,Anderson,3.29,12
670268,Ethan,Gonzalez,3.22,10
326748,Logan,Moore,2.97,11
986726,Lucas,Taylor,3.04,12
211800,Mia,Martin,3.01,10
905309,Noah,Davis,3.49,12
541721,Sophia,Miller,3.28,12
783331,Logan,Martinez,2.77,12
646375,James,Johnson,3.89,12
801954,Olivia,Miller,3.52,9
103974,Isabella,Martinez,2.93,10
106377,Henry,Anderson,2.84,11
205976,Natalie,Thomas,2.83,10
613580,Ava,Jones,3.28,9
822537,Emma,Anderson,3.77,11
660700,Chris,Davis,3.05,10
208216,Sophia,Jackson,3.41,12
263675,Anna,Lopez,3.27,9
775451,Hannah,Martinez,3.19,11
573733,Ethan,Garcia,3.47,9
663215,Sarah,Martin,3.06,9
783990,Emily,Johnson,3.91,11
661089,Ethan,Smith,2.77,12
268059,Ryan,Moore,2.83,12
459130,Zoe,Wilson,3.44,12
718777,Grace,Smith,3.01,9
490199,Isabella,Lopez,3.27,11
951129,Emma,Hernandez,3.35,11
867537,Logan,Taylor,3.13,9
827682,Noah,Jones,3.71,9
576232,Natalie,Johnson,3.1,11
641826,Henry,Jackson,2.76,12
255587,Mia,Gonzalez,2.61,11
156247,Ethan,Rodriguez,3.73,12
814459,Emily,Martin,3.04,10
747666,Olivia,Hernandez,2.29,10
751966,Michael,Martinez,3.19,10
542015,Ryan,Thomas,3.66,11
967959,Anna,Anderson,3.04,11
335414,Lucas,Jones,3.08,9
458432,Ethan,Gonzalez,2.82,9
268485,Logan,Martin,3.55,10
315140,Jessica,Davis,3.68,11
430020,Ava,Wilson,3.43,9
508214,Emma,Garcia,3.15,9
484455,Anna,Martinez,3.24,11
