ID,FirstName,LastName,GPA,Grade
246985,Benjamin,Williams,2.76,11
200210,Jacob,Davis,3.03,9
494304,Matthew,Martinez,3.36,12
199616,Grace,Smith,3.38,9
548879,Sarah,Wilson,3.65,12
591941,Sarah,Taylor,3.65,12
309907,Michael,Lopez,3.61,10
637799,Hannah,Williams,3.27,9
813567,Natalie,Brown,3.35,9
467096,Isabella,Anderson,3.15,11
184255,Daniel,Smith,3.22,11
688552,Alex,Davis,3.3,11
306626,Jessica,Jones,3.13,10
563381,Emma,Martinez,3.64,12
846845,Michael,Garcia,3.96,11
135138,William,Smith,2.97,9
619912,Chris,Rodriguez,2.53,10
905429,Mia,Taylor,3.72,12
412709,Daniel,Thomas,3.32,10
723441,Ethan,Brown,3.35,9
716708,Grace,Martinez,2.4,9
204847,Zoe,Miller,2.93,11
366160,Sarah,Williams,3.76,10
473946,Sarah,Gonzalez,3.04,10
456113,Daniel,Brown,2.97,12
941202,Noah,Hernandez,3.38,11
144785,Sophia,Hernandez,3.15,9
337598,Benjamin,Hernandez,3.17,9
690954,Zoe,Gonzalez,3.33,10
708150,Ethan,Williams,2.81,9
556452,Logan,Williams,3.29,12
217930,Jessica,Moore,3.09,9
406019,Noah,Garcia,3.58,12
102980,Zoe,Lopez,3.11,9
179813,Emily,Anderson,3.08,10
348401,Matthew,Wilson,3.17,9
613199,Hannah,Garcia,3.25,10
354278,Sarah,Miller,2.99,11
215114,Chris,Taylor,2.79,10
381414,Zoe,Taylor,3.53,9
821544,Benjamin,Lopez,3.44,10
986277,Grace,Moore,3.0,10
947351,Logan,Thomas,2.82,11
846692,Daniel,Williams,2.41,11
883278,Henry,Hernandez,3.05,11
527794,Alex,Johnson,2.98,10
953810,Alex,Brown,2.85,9
406133,Emma,Brown,2.96,9
161349,Noah,Davis,3.31,10
447844,Lily,Miller,2.85,10
966916,Lucas,Miller,3.19,11
397445,Grace,Rodriguez,3.4,11
364457,Zoe,Hernandez,3.12,9
393831,Hannah,Williams,2.95,9
927095,Lucas,Jones,3.35,11
105699,Olivia,Taylor,3.86,12
813948,William,Johnson,3.23,12
319109,William,Johnson,3.49,9
406619,Sarah,Moore,3.19,9
864620,Benjamin,Martinez,3.3,11
493170,Olivia,Johnson,2.89,9
816918,Lucas,Martinez,3.28,9
662623,Hannah,Miller,3.02,12
838497,Ava,Martinez,3.12,10
826596,Lucas,Wilson,3.18,11
257364,Henry,Wilson,3.2,9
676113,Ethan,Jones,2.61,11
918916,Alex,Williams,3.66,11
702089,Mia,Hernandez,2.58,9
918619,Emma,Rodriguez,2.91,11
166885,Lily,Lopez,3.35,11
243356,Ava,Moore,3.88,9
853642,Noah,Taylor,3.47,10
216911,Matthew,Rodriguez,2.95,10
544703,Anna,Thomas,3.09,11
587969,Olivia,Wilson,3.47,12
949892,Noah,Smith,3.33,12
942279,Noah,Rodriguez,3.07,10
738252,Matthew,Brown,2.95,10
175170,Jacob,Jones,3.0,11
892478,Olivia,Miller,2.98,12
215119,James,Martinez,2.81,11
897265,Ethan,Jones,3.74,11
952753,Sarah,Miller,2.72,12
889645,Emma,Anderson,3.07,9
642831,Lily,Hernandez,3.56,11
316488,Sophia,Jackson,3.82,10
491464,Natalie,Garcia,3.34,10
353223,Ava,Martinez,3.39,10
196462,Grace,Hernandez,3.51,10
377007,Sarah,Miller,2.61,10
754450,Zoe,Williams,3.71,9
593095,Logan,Anderson,3.23,9
982634,William,Lopez,3.23,11
374838,Natalie,Johnson,2.94,11
384530,Jessica,Johnson,3.71,11
708299,Natalie,Anderson,3.26,9
999220,Jessica,Lopez,3.38,11
804372,Anna,Jones,3.52,10
565142,Isabella,Lopez,2.96,11
348398,Benjamin,Brown,3.67,12
225459,Lily,Hernandez,2.79,11
217560,Isabella,Martin,3.6,11
513080,Natalie,Brown,2.86,9
322458,Michael,Hernandez,3.11,9
531219,Ava,Miller,3.43,12
568911,Olivia,Moore,3.58,9
116068,Noah,Davis,3.38,12
421001,Chris,Rodriguez,3.0,11
283273,Lily,Thomas,3.58,11
564411,Ava,Johnson,2.96,9
173317,Lily,Garcia,3.27,12
391344,Lucas,Brown,3.15,10
369499,Mia,Brown,3.12,10
169605,Lucas,Lopez,3.37,9
223350,Ethan,Jones,3.34,9
104405,Emily,Williams,3.67,12
562311,Lucas,Taylor,2.74,9
485920,William,Davis,2.78,10
197762,Chris,Taylor,2.65,12
506185,Hannah,Lopez,3.53,10
986339,Sarah,Williams,3.15,11
192091,Benjamin,Garcia,3.1,12
639277,Emily,Hernandez,2.9,10
106575,Sophia,Brown,3.76,12
407189,Matthew,Johnson,2.76,10
676946,Ava,Moore,3.01,9
177190,Lucas,Jackson,3.64,12
773356,Lucas,Rodriguez,3.03,12
120358,Ryan,Jackson,3.01,9
941924,Logan,Johnson,3.09,11
455199,William,Gonzalez,3.34,12
651943,Sarah,Johnson,3.07,10
302848,Ryan,Martinez,3.59,10
902960,Emma,Wilson,3.37,12
141386,Chris,Hernandez,3.57,12
847371,Emma,Hernandez,3.71,12
126110,Emma,Garcia,3.52,10
893658,William,Miller,3.49,9
481497,Jessica,Jackson,3.15,10
844737,Emma,Williams,3.74,11
356423,Ryan,Smith,3.01,11
451589,Grace,Rodriguez,2.75,9
667518,Emily,Brown,3.09,11
782903,Emily,Johnson,3.52,9
473539,Zoe,Johnson,3.58,9
668631,Logan,Taylor,3.21,12
447388,Hannah,Davis,3.42,9
496688,Logan,Williams,3.45,11
761688,Hannah,Martin,3.26,11
506037,Emma,Williams,2.8,9
756193,Michael,Rodriguez,3.65,10
671444,Olivia,Gonzalez,2.84,9
724834,Olivia,Hernandez,3.13,10
477238,Jessica,Martin,3.15,10
609960,Anna,Garcia,3.41,10
701255,Hannah,Martinez,3.86,11
628320,Emily,Jones,3.58,11
329326,Hannah,Lopez,3.32,12
103267,Noah,Garcia,3.22,12
192503,Hannah,Martinez,3.28,12
418190,Michael,Anderson,3.78,9
166423,Matthew,Jackson,3.5,11
630626,Benjamin,Miller,3.48,11
626632,Isabella,Garcia,3.41,12
945840,William,Jackson,2.87,9
483289,Chris,Lopez,2.74,10
104030,Isabella,Brown,2.9,10
347722,Zoe,Rodriguez,3.08,11
959627,Grace,Garcia,2.82,12
310491,Benjamin,Johnson,3.68,12
285068,Zoe,Taylor,3.88,11
533006,James,Smith,2.97,10
189896,Michael,Davis,3.47,11
642025,Noah,Lopez,3.64,12
371652,William,Jackson,2.97,12
154410,Matthew,Martin,3.05,9
295627,Chris,Miller,2.8,11
665530,James,Taylor,3.0,11
617918,Anna,Moore,3.71,9
229095,Alex,Rodriguez,3.6,12
794653,Sarah,Garcia,2.97,11
241562,Ava,Jones,2.98,9
207302,Zoe,Garcia,3.24,10
604611,Lily,Johnson,2.36,10
578043,Lucas,Davis,3.27,10
668066,Anna,Wilson,3.47,11
450608,Noah,Miller,3.03,11
224280,Michael,Hernandez,3.17,9
360526,Anna,Martin,3.51,10
945076,Sophia,Jones,2.67,10
650688,Sophia,Johnson,3.4,12
626073,Isabella,Moore,3.08,10
827964,James,Johnson,3.16,9
381751,Daniel,Jackson,3.21,11
967813,Benjamin,Lopez,2.98,10
786796,Sarah,Johnson,3.31,12
400691,Emily,Jones,3.58,10
877581,Emily,Taylor,3.61,10
843637,William,Moore,3.6,12
334857,Michael,Williams,3.32,12
962613,Emma,Rodriguez,3.05,11
393837,Anna,Brown,3.45,11
699366,Jacob,Williams,3.45,10
706226,Lily,Wilson,3.08,10
854814,Grace,Jones,3.79,10
215572,William,Lopez,3.28,10
829167,Sarah,Moore,3.38,12
759389,Noah,Thomas,3.76,10
592721,Daniel,Williams,3.21,11
487576,Emily,Williams,3.24,11
941833,Jessica,Rodriguez,3.2,10
580209,Ava,Martin,2.94,11
453644,Zoe,Garcia,3.39,10
634143,Ethan,Rodriguez,2.93,9
542000,Natalie,Johnson,2.63,12
105738,Ethan,Anderson,3.37,11
504399,Olivia,Davis,3.18,9
211461,Lily,Lopez,3.21,9
535402,Emma,Miller,3.67,11
250389,Grace,Martin,3.24,12
148001,Hannah,Jackson,3.44,12
852912,Emily,Garcia,2.56,10
798626,Michael,Davis,3.41,12
322922,Zoe,Lopez,2.87,11
236999,Emma,Smith,3.04,10
354370,Michael,Moore,3.59,9
445829,Henry,Wilson,3.84,12
205940,Sarah,Garcia,3.43,11
872161,Isabella,Gonzalez,3.53,9
688001,Michael,Taylor,2.67,10
253735,Michael,Wilson,3.45,12
990574,Zoe,Gonzalez,2.72,11
172562,James,Garcia,3.21,12
196627,Emma,Davis,2.74,12
645729,Zoe,Brown,2.98,9
447120,Hannah,Martinez,2.92,11
869416,Natalie,Johnson,2.98,9
212182,William,Thomas,2.83,12
588101,Lucas,Lopez,3.05,10
699506,Grace,Hernandez,3.71,12
333285,Jacob,Smith,2.96,10
524834,Ethan,Garcia,2.91,10
699589,Anna,Hernandez,3.31,12
208146,Michael,Garcia,2.92,10
520663,Benjamin,Brown,3.11,10
380264,Henry,Davis,2.8,10
305321,Logan,Wilson,2.84,11
382345,Lucas,Rodriguez,2.75,12
400301,Chris,Garcia,3.06,12
423101,Henry,Smith,3.09,9
404012,Chris,Anderson,2.79,11
261245,Ava,Davis,3.46,12
571352,Sophia,Jones,2.76,12
108407,Anna,Martin,2.97,11
787886,Jessica,Williams,2.88,9
247417,Mia,Williams,3.04,11
328016,Lucas,Taylor,3.03,10
152234,Logan,Thomas,3.77,9
509628,Benjamin,Thomas,3.3,9
559042,Emma,Hernandez,3.16,10
758400,Logan,Brown,3.4,11
955497,Isabella,Taylor,2.71,12
533693,Logan,Miller,3.44,10
650399,Mia,Thomas,3.1,12
655759,James,Miller,3.56,12
474046,Jessica,Wilson,3.21,11
651971,Mia,Garcia,3.62,11
263434,Mia,Wilson,3.08,12
568275,Anna,Jones,3.29,9
106279,Logan,Jones,2.57,9
216636,Chris,Jackson,2.92,11
564198,Sarah,Garcia,2.21,9
853165,Zoe,Jackson,3.01,10
783406,Hannah,Rodriguez,3.21,10
449275,Lucas,Wilson,3.08,11
257731,Ryan,Rodriguez,3.49,10
690345,Chris,Moore,3.2,12
797343,Noah,Taylor,3.22,10
336099,Natalie,Moore,3.57,9
550662,Hannah,Martinez,2.74,10
880320,Alex,Taylor,2.91,9
479726,Matthew,Anderson,3.11,12
520207,Lucas,Rodriguez,3.49,10
881664,Jacob,Gonzalez,3.42,9
477476,Jacob,Williams,3.07,12
239709,James,Martin,3.36,11
794274,Emma,Taylor,3.38,10
579880,Isabella,Smith,3.43,10
179882,Benjamin,Smith,2.91,9
329568,Isabella,Moore,2.92,9
842209,Lucas,Brown,2.59,10
866910,Noah,Brown,2.87,9
668762,Matthew,Taylor,3.39,10
808229,Olivia,Martinez,3.24,11
718425,William,Taylor,3.88,11
591045,William,Williams,2.93,11
627948,Logan,Anderson,3.53,12
923749,Henry,Williams,3.03,9
698346,Natalie,Gonzalez,3.07,9
423572,Anna,Smith,3.08,10
613433,Ethan,Wilson,3.34,12
369619,Anna,Garcia,2.8,11
893393,Ryan,Lopez,2.99,10
553146,Mia,Gonzalez,2.71,11
937990,Logan,Miller,2.76,12
650714,Chris,Thomas,2.97,9
399926,Sarah,Smith,3.5,9
704762,Grace,Rodriguez,3.34,11
634777,Henry,Taylor,3.33,12
941746,Lucas,Garcia,3.18,11
971423,James,Jackson,2.38,11
294200,Alex,Anderson,3.23,10
461181,Lucas,Davis,3.86,11
282509,Lily,Rodriguez,3.19,10
837728,Zoe,Garcia,3.13,9
532490,Mia,Johnson,2.9,11
649243,Lily,Jones,2.68,10
268207,Anna,Jones,3.71,11
152938,Mia,Jones,3.03,12
491816,Lucas,Johnson,2.82,11
427475,Hannah,Williams,2.95,11
372163,Alex,Anderson,3.79,12
295333,Emma,Thomas,3.34,9
859870,Anna,Wilson,3.56,10
210035,Ethan,Moore,3.14,9
386425,Ava,Rodriguez,2.91,9
212052,Chris,Johnson,2.89,9
434682,Sarah,Taylor,3.34,12
751955,Ava,Brown,2.9,10
695327,James,Johnson,3.57,11
878696,Lily,Hernandez,3.05,12
249106,Alex,Davis,3.35,9
482965,Zoe,Martinez,2.91,10
980729,Henry,Johnson,3.43,11
149363,Grace,Smith,2.79,11
213528,Matthew,Martin,3.47,10
192058,Sarah,Hernandez,3.1,11
469800,Michael,Jones,2.75,12
209651,Olivia,Anderson,3.75,9
258560,Jacob,Jones,3.0,10
968486,Olivia,Williams,3.4,10
844310,Olivia,Jones,3.04,12
625342,Daniel,Gonzalez,3.06,9
946807,Benjamin,Lopez,2.92,9
163207,William,Martinez,3.28,10
161231,Chris,Wilson,3.16,10
417459,Sophia,Martinez,3.29,9
866930,Emma,Martin,3.48,10
613886,Zoe,Hernandez,3.71,10
612229,Zoe,Wilson,3.24,10
513818,Grace,Moore,3.3,12
167741,Emma,Garcia,2.99,10
398286,Ava,Taylor,2.49,11
818446,Emily,Anderson,3.72,12
185823,Sarah,Smith,2.54,11
187399,Ryan,Martin,3.22,9
983737,Zoe,Martinez,3.35,10
496960,Michael,Anderson,3.05,10
722607,Jessica,Rodriguez,3.17,9
570686,Alex,Thomas,3.94,11
537990,William,Martinez,3.77,9
259929,Chris,Jackson,3.19,10
169849,Isabella,Jackson,3.01,9
273159,Natalie,Rodriguez,3.33,10
267967,William,Johnson,3.46,9
288726,Matthew,Jackson,3.52,11
862607,Logan,Miller,3.04,11
757732,Ava,Thomas,2.92,9
947915,Benjamin,Garcia,3.14,9
450010,Noah,Jackson,2.57,11
292771,Noah,Davis,3.66,10
956724,Emma,Hernandez,3.09,12
364249,Alex,Gonzalez,3.87,11
354859,Hannah,Jones,3.02,12
215764,Lily,Gonzalez,2.3,11
737686,Ethan,Jackson,3.53,12
825610,Emily,Martinez,3.35,12
547806,Natalie,Jackson,3.33,9
730316,Lucas,Williams,2.7,11
511279,Emma,Taylor,3.12,9
103406,Emily,Williams,3.29,11
594909,Ava,Jackson,2.94,12
274165,Zoe,Johnson,3.31,10
552441,Natalie,Jones,3.6,10
282390,Ava,Johnson,2.45,11
902584,Logan,Smith,3.09,12
540435,Grace,Jones,3.59,10
877725,Jacob,Moore,3.49,10
748902,Emily,Hernandez,3.25,10
836002,Michael,Miller,2.98,10
985495,Ethan,Lopez,3.18,11
210476,Logan,Moore,3.6,12
821472,Grace,Brown,3.33,11
841765,Zoe,Hernandez,2.9,11
911040,Noah,Wilson,2.9,11
998327,Olivia,Johnson,3.19,11
503961,Emily,Johnson,3.31,11
127702,James,Lopez,3.58,9
721334,Ethan,Martin,3.18,11
473794,Anna,Gonzalez,3.68,9
249206,Chris,Thomas,3.3,9
696049,Lily,Gonzalez,2.95,10
919433,Ava,Wilson,3.16,12
980991,Emma,Smith,3.32,10
457700,James,Miller,3.33,11
948745,Michael,Jackson,3.23,10
950387,Ryan,Martin,2.76,11
414751,Logan,Lopez,2.9,11
119722,Daniel,Gonzalez,3.42,9
859906,Lucas,Taylor,3.17,11
358114,Zoe,Williams,3.44,12
605151,Sophia,Hernandez,3.45,9
364965,Anna,Jones,3.54,11
173334,Jessica,Brown,3.3,9
202444,Isabella,Anderson,2.53,10
989410,Benjamin,Lopez,3.57,12
719232,Anna,Rodriguez,3.49,10
720523,James,Thomas,3.13,11
759726,Michael,Smith,3.34,10
276811,Anna,Taylor,3.18,9
449078,Sarah,Johnson,3.11,9
844949,Matthew,Anderson,3.3,12
126616,Anna,Martinez,2.96,11
699782,Alex,Miller,3.3,11
358786,Hannah,Johnson,3.37,9
937802,Michael,Anderson,2.97,10
676249,Matthew,Hernandez,3.13,9
665520,Michael,Taylor,3.62,12
476913,Emma,Wilson,3.6,9
664726,Benjamin,Miller,3.11,10
773679,Matthew,Jackson,3.69,11
146773,Benjamin,Martin,3.08,10
554038,Lucas,Wilson,3.6,10
671363,Sophia,Gonzalez,2.69,9
547687,Natalie,Moore,3.85,9
674363,Noah,Jackson,3.4,9
533673,Michael,Martinez,3.33,10
240896,Jessica,Taylor,3.5,9
642160,Chris,Martin,3.2,12
394663,Noah,Lopez,3.02,12
855235,Henry,Jones,3.38,10
666970,Matthew,Garcia,2.88,11
975007,Jacob,Wilson,3.27,9
492001,Benjamin,Wilson,3.02,9
486079,Jacob,Martinez,3.0,10
823462,Isabella,Moore,2.87,12
415549,Jacob,Miller,3.79,12
827931,Hannah,Miller,3.31,12
866829,Ethan,Jackson,3.1,11
407259,Grace,Anderson,3.46,11
724082,Jessica,Taylor,3.45,12
491312,Matthew,Martinez,3.55,12
631189,Anna,Johnson,3.55,10
853482,Lily,Hernandez,3.08,10
785048,Michael,Hernandez,3.19,10
607845,Matthew,Smith,3.92,12
830440,Benjamin,Hernandez,3.35,11
139057,Isabella,Lopez,3.77,9
546950,Sophia,Lopez,3.47,10
384912,Mia,Williams,3.46,9
375523,Isabella,Gonzalez,3.63,9
165528,Sarah,Hernandez,2.83,9
732426,Logan,Wilson,2.51,11
814075,Emma,Brown,2.99,9
878786,Sophia,Williams,3.58,10
226735,Olivia,Jones,3.77,9
642616,Grace,Smith,3.23,9
663824,James,Lopez,2.47,11
171905,Henry,Lopez,3.61,9
476426,Benjamin,Rodriguez,2.99,9
819717,Zoe,Lopez,2.87,12
710939,Anna,Lopez,2.98,11
443360,Lucas,Davis,3.16,11
974717,Anna,Williams,3.36,9
540426,Jacob,Martinez,3.67,10
685833,Matthew,Johnson,3.39,9
925983,Daniel,Jackson,3.63,9
994272,Mia,Moore,3.41,12
593186,Lily,Lopez,3.03,12
863404,Emma,Brown,3.05,12
368579,Noah,Taylor,3.97,11
641100,Ethan,Wilson,3.9,10
320328,Zoe,Garcia,2.56,11
412438,Noah,Johnson,3.52,12
711856,Ava,Moore,3.03,9
945853,Emily,Thomas,2.78,12
567419,Zoe,Williams,3.22,10
304794,Ethan,Johnson,2.57,11
741293,Ethan,Thomas,3.55,11
451663,Lucas,Martinez,3.22,9
158746,Sarah,Brown,3.49,9
333199,Michael,Martinez,3.11,9
978372,Hannah,Martin,3.23,12
914882,Emma,Thomas,3.13,11
592360,Noah,Gonzalez,2.87,12
663981,Jessica,Johnson,3.6,10
500096,Sarah,Rodriguez,3.41,9
792695,Lucas,Martinez,3.6,9
956202,Emma,Johnson,3.18,12
513838,Olivia,Anderson,3.25,11
177550,Sarah,Anderson,3.07,10
773777,Ava,Hernandez,3.22,11
616196,Sophia,Garcia,3.19,12
277647,Isabella,Wilson,3.04,10
923836,Lily,Martinez,3.16,11
531220,Jacob,Rodriguez,3.48,12
812097,Michael,Hernandez,2.66,10
408429,William,Martin,3.15,12
670270,Lily,Martinez,3.03,12
110762,Ava,Gonzalez,3.16,11
824841,Natalie,Anderson,3.34,10
799881,Isabella,Brown,2.92,10
369828,Jacob,Jones,3.09,9
618106,Chris,Martin,3.55,9
846536,Zoe,Hernandez,3.05,10
854501,Michael,Martin,3.36,9
646662,Lily,Gonzalez,3.02,11
288942,William,Brown,3.49,12
510903,Jessica,Rodriguez,3.41,10
143832,Jacob,Brown,3.48,10
751915,Jessica,Williams,3.69,11
789199,Benjamin,Anderson,3.39,12
809112,Emily,Moore,2.61,12
917059,James,Gonzalez,3.32,12
539119,Benjamin,Hernandez,3.22,10
393612,Logan,Johnson,3.3,10
621341,Isabella,Miller,3.38,11
109666,Sophia,Jackson,2.88,10
861233,Jacob,Thomas,3.32,10
882696,Sarah,Lopez,3.32,10
370215,Hannah,Johnson,3.16,11
628824,Isabella,Martin,3.09,9
740328,Logan,Moore,2.48,10
509479,Benjamin,Williams,3.27,11
448900,Zoe,Hernandez,3.06,9
415554,Lucas,Jackson,2.81,12
575871,Isabella,Rodriguez,3.2,12
358619,James,Thomas,3.13,12
451976,Sarah,Jackson,3.31,10
686101,Hannah,Moore,3.67,12
559930,Hannah,Thomas,3.05,9
514435,Isabella,Lopez,2.91,12
482429,Sarah,Rodriguez,3.32,11
969800,Ethan,Smith,2.95,10
911361,Emily,Garcia,3.22,10
801934,Daniel,Gonzalez,2.94,9
274021,Michael,Moore,2.6,12
411587,Ava,Miller,3.18,12
864525,Ryan,Wilson,3.15,11
802657,Hannah,Lopez,2.92,10
642992,Matthew,Johnson,3.39,10
325848,Emily,Smith,2.94,11
673692,James,Johnson,3.22,11
883377,Ethan,Gonzalez,2.81,12
516344,Lucas,Gonzalez,3.32,9
397365,Jacob,Brown,2.97,10
806928,Jacob,Taylor,3.67,12
487221,Alex,Thomas,3.38,9
669046,Isabella,Thomas,3.06,12
460651,Grace,Brown,3.54,10
773580,Matthew,Wilson,3.2,9
738245,Henry,Brown,3.58,12
337958,Ryan,Davis,3.28,12
233867,James,Jackson,3.13,10
207893,Emily,Smith,3.23,10
849438,Chris,Brown,2.82,12
840711,Ethan,Moore,3.13,10
192275,Matthew,Williams,2.9,9
564321,Chris,Martinez,3.24,11
706165,Chris,Garcia,2.66,10
871132,Sophia,Rodriguez,3.27,12
337785,Grace,Martin,3.08,10
843299,Henry,Martin,3.2,11
288061,Noah,Jackson,3.65,9
185962,Olivia,Davis,3.1,11
678185,Emma,Rodriguez,3.03,12
611879,Jacob,Taylor,3.01,12
356612,Michael,Smith,2.95,10
755332,Jacob,Miller,2.87,11
671387,James,Garcia,2.59,12
195609,Zoe,Davis,3.38,9
221647,Chris,Moore,3.69,12
746108,Emily,Jackson,3.19,12
185393,Zoe,Gonzalez,3.14,10
200572,Logan,Smith,2.8,9
984865,Grace,Johnson,3.54,10
871569,Emily,Johnson,2.47,11
648416,Ethan,Moore,3.11,11
656810,Lily,Garcia,2.75,10
917600,Lucas,Jones,3.46,9
605990,Lucas,Brown,2.98,12
171050,Lucas,Martin,3.09,11
221500,Grace,Martin,2.98,10
960318,Lily,Davis,2.98,10
899268,Jacob,Lopez,3.31,12
567582,Logan,Johnson,3.27,11
285751,Emma,Garcia,3.08,10
306930,Anna,Wilson,3.2,11
949625,Mia,Hernandez,2.84,9
253251,Jessica,Williams,3.29,10
653695,Emily,Rodriguez,3.67,10
399721,Logan,Davis,3.07,11
702228,Emma,Anderson,2.97,9
943083,Natalie,Brown,2.91,9
